fa_0000|۱۴ م ژوئن است.
fa_0506|از بودلر آغاز شد
fa_0507|دومینیکا
fa_0508|دو هزار ضرب در پنج ده هزار است.
fa_0509|از تعریف شما متشکرم.
fa_0510|می توانیم اینجا برای دستشویی توقف کنیم؟
fa_0511|ذرات تشکیل دهنده ضد ماده کاملا ضد ذرات معمولی هستند
fa_0512|از جمله اولین هنرمندانی هستند که به نقاشیخط پرداختند
fa_0513|از چیزی نمی‌ترسم زیرا تو همراه من هستی
fa_0514|و وقتی از قصیده دور می شوی تو را شگفت‌زده می‌کند
fa_0515|رانش زمین و ریزش کوه در جاده چالوس
fa_0516|می توانم این را در محفظه بار بگذارم، لطفا؟
fa_0517|راه زیادی برای پیاده رفتن است.
fa_0518|از حق تا ناحق چهار انگشت فاصله است
fa_0519|می توانم بپرسم آیا تو موافق هستی؟
fa_0520|بعد از او بیانسه خواننده آمریکایی در مکان دوم است
fa_0521|بعد از دقایق نامعلومی، او شروع به بهبودی کرد
fa_0522|ایزدداد
fa_0523|ریزنده آب یکی از صور فلکی منطقه البروج است
fa_0524|بعد با گرد هم آوردن گروههای مختلف فعالشان کنیم
fa_0525|از درد لاعلاجی بخرم میگه خانم‌باجی
fa_0526|از دست هدایت‌گرش برق خوش‌آمدگویی به جهانیان می‌درخشد
fa_0527|می توانیم جداگانه پرداخت کنیم؟
fa_0528|بعضی کارهای داوطلبانه انجام می دهم.
fa_0529|می توانم چیزهایی را که خریدم عوض کنم؟
fa_0530|می توانم خواندن پیشنهاد کنم، پس؟
fa_0531|از راهنمایی شما سپاسگزارم.
fa_0532|رمضان مبارک ‎!
fa_0533|بفرمایید این نسخه شماست.
fa_0534|رنگ با آب به‌صورت خمير در مى‌آيد سپس رقيق مى‌شود
fa_0535|رنگ مورد علاقه من بنفش است.
fa_0536|رنگین کمان هفت رنگ دارد.
fa_0537|رنگ‌هاى روغنى معمولا به‌صورت رنگ‌هاى روغنى لوله‌اى هستند
fa_0538|می توانم صندلی ام را با شما عوض کنم؟
fa_0539|از رنگش زیاد خوشم نمیاد
fa_0540|می توانم صورتحساب را ببینم، لطفاً؟
fa_0541|از زمان و در نظر گرفتن شما متشکرم.
fa_0542|روآندا
fa_0543|می توانم یک اتاق یک نفره داشته باشم؟
fa_0544|بلافاصله شروع به لخته شدن می‌کند
fa_0545|سه چیز باید حذر کرد، دیوار شکسته، سگ درنده، زن سلیطه
fa_0546|از شما فورا درخواست می شود به هلند بیایید.
fa_0547|از شما می‌خواهم تا حرف های مرا ترجمه کنید
fa_0548|بلیت، لطفاً.
fa_0549|از فرصت ها استفاده کن قبل از آنکه موجب اندوه شود
fa_0550|روزهای کاری از دوشنبه تا جمعه است.
fa_0551|از کجا اتوبوس به سنت پترزبورگ بگیرم؟
fa_0552|از کجا تماس می گیرید؟
fa_0553|بلموپان
fa_0554|اینجا کلید اتاق شما است.
fa_0555|زانویم ضرب دیده است.
fa_0556|بله، پنج سال پیانو زده ام.
fa_0557|از کوزه همان برون تراود که در اوست
fa_0558|میتونی یک فروشگاه به من نشون بدی؟
fa_0559|زخم عمیق نیست.
fa_0560|بله، مطمئنا.
fa_0561|زیرا همه آن چیزها دامن ما را خواهند گرفت
fa_0562|زرد و قرمز نارنجی می سازند.
fa_0563|زرشک پلو
fa_0564|مثلاً بررسی تطبیقی تصوف در آثار ادبی ایران و عرب
fa_0565|مثلا در جانورشناسی به مقایسه حیوانات مختلف می‌پردازند
fa_0566|از مناطق پرخطر دوری کن
fa_0567|بله، من یک چمدان دارم.
fa_0568|زمان دقیق چند است؟
fa_0569|زمینه تخصص من تکنولوژی اطلاعات است.
fa_0570|مجبور بود همه ی آن احساسات را درون خود نگه دارد
fa_0571|مجبور شدم بخرم
fa_0572|مجموعه هنرهای زیبا هم نزد آنها عبارت بوده است از
fa_0573|مجموع واکنش‌های شیمیایی که در بدن انجام میشه، حدود یک میلیون فرض کنیم
fa_0574|از همه پسرها متنفرم
fa_0575|بیماری‌های حیوانی و انسانی
fa_0576|زنگ به زودی به صدا درمی آید.
fa_0577|محققان در جریان مطالعات آزمایشگاهی بر روی موش دریافتند
fa_0578|بنابراین آنان را از میوه‌هایشان خواهید شناخت
fa_0579|مادهشتر خدا و نوبت آبخوردنش را حرمت نهيد
fa_0580|ژاژ خایید
fa_0581|بنیامین و آشا از صحنه خارج می شوند
fa_0582|بِنت‌الحسنی
fa_0583|ژاکت تنگ است.
fa_0584|بندرگاه کجا است؟
fa_0585|می‌خواستم بیاورم اما به تخم‌مرغ‌هایش نیاز دارم
fa_0586|اِسپند
fa_0587|بَهاءالدین
fa_0588|ساختمان در حال آتش گرفتن است!
fa_0589|به امید اینکه علائمش کاهش یابد
fa_0590|به این زودی نگو دیره منو دسته خدا نسپار
fa_0591|ساعتی ده پوند.
fa_0592|به این کارت می‌گن داری می‌رقصی
fa_0593|می خواهید شما را در لیست انتظار بگذارم؟
fa_0594|می خواهید شما رو در لیست ایمیل قرار دهیم؟
fa_0595|استکهلم
fa_0596|به بررسی متون ادبی و آثار هنری هم‌عصر می‌پردازد
fa_0597|به بعضی ها حتی فحش هم نباید داد باید خندید و رد شد
fa_0598|به بیماری بسیار سختی دچار می‌شوند
fa_0599|ساعت محلی نه و سی و چهار دقیقه بعد از ظهر است.
fa_0600|به تدریج منجر‌به ممنوعیت کلی الکل شد
fa_0601|بهتر است که مسواک در جايی خشک مانند آشپزخانه نگهداری شود
fa_0602|ساعت نه خواهیم آمد.
fa_0603|بهترین رفیق پسر، باید پدرش باشه
fa_0604|بهترین فعالیت برای انجام دادن در کمپ چیست؟
fa_0605|به تو چه ربطی داره؟
fa_0606|می خواهم با والدینم تماس بگیرم.
fa_0607|می خواهم بروم ایستگاه چرینگ کراس.
fa_0608|به جای صابون جامد از نوع مايع و از شامپو بدن استفاده کنيد
fa_0609|می خواهم بلیط فصلی را تجدید کنم، لطفاً.
fa_0610|می خواهم ده پوند در آن بگذارم.
fa_0611|می خواهم ده لیتر داشته باشم.
fa_0612|به خاطر همین گفتی باهات کار خیلی واجب دارم؟
fa_0613|سپاس از زحماتتون
fa_0614|می خواهم سیب زمینی سرخ کرده و میلک شیک سفارش دهم.
fa_0615|آسمان دارد صاف می شود.
fa_0616|به خصوص وقتی اضطراب یا استرس دارم
fa_0617|به خودم قول داده ام که به عنوان کمیسر بهداشتی نیویورک
fa_0618|ستاره درحال صحبت کردن به اتاق می رود
fa_0619|می خواهم یک چک را کنسل کنم.
fa_0620|به دم ماهی زشت و سیاه ختم شود
fa_0621|می خواهم یک میز برای دو نفر ساعت هفت بعدازظهر رزرو کنم.
fa_0622|می خواهم کمی کتاب شعر ببینم.
fa_0623|اَسنا
fa_0624|می خواهم کمی کتاب هنری بخرم.
fa_0625|یاشار این زنتو بردار ببر داره زیادی حرف میزنه
fa_0626|آشا سر کاظم را خم میکند و آب بر رویش میریزد
fa_0627|سرخاب قرمز زرشکی رو روی لبهام
fa_0628|می خواهم هدیه ای به تو بدهم.
fa_0629|اشپوخت
fa_0630|سرعت سنج کار نمی کند.
fa_0631|مداد رنگى کاربردهاى بسيار وسيعى دارد
fa_0632|به ستوه آمده‌ از این حجم از ادب و نزاکت
fa_0633|اَشجان
fa_0634|به سرعت آنجا خواهیم رسید.
fa_0635|سرگرمی تو چیست؟
fa_0636|به سمت چپ نگاه کن.
fa_0637|سس کره، زعفران و آبلیمو
fa_0638|می دونست، منم شاکی
fa_0639|آشنایی با ابزار و لوازم ذغال و نحوه کارکرد هر یک
fa_0640|به طوری که شعرشان به لحاظ لفظی یا معنایی شبیه هم باشد
fa_0641|آشور
fa_0642|مرا در رویاهایت سهیم کن
fa_0643|مراقب باش، خیابان ها بسیار لغزنده هستند.
fa_0644|سَغ برداشت
fa_0645|سفارش داد
fa_0646|سفارش شما به سرعت ممکن در حال پردازش است.
fa_0647|سفارش شما ظرف مدت پنج دقیقه روی میز خواهد بود.
fa_0648|مرتب مریض می شدم، نمی توانستم فکر کنم، نمی توانستم اتفاقات را بخاطر بیاورم
fa_0649|به کمبریج رفتم.
fa_0650|مرحله‌های تاریخی فراوانی در بررسی ادبیات
fa_0651|مردایی که خوبن، آدمای ضعیفین، حالم رو بهم می زنن
fa_0652|اصول و مبانی آن را وضع کردند و اهداف آن را مشخص کردند
fa_0653|مردی هستم که کتاب جهان به مثابه اراده و تصور را نوشته است
fa_0654|به مدت یک سال.
fa_0655|به معنای واقعی کلمه با سرعت حلزون حرکت می کنند
fa_0656|اطمینان حاصل کنید که جلیقه نجات پوشیده اید.
fa_0657|سگ برینه به قبر پدرت
fa_0658|سیگنال خیلی ضعیف است.
fa_0659|سیگنال ندارم.
fa_0660|سلام آقای دکتر دختر من سه سالشه و لوزه سوم داره
fa_0661|اعتماد داشت
fa_0662|سلام، حالت چطوره؟
fa_0663|اعداد به تنهایی حضور موجودات فضایی را معقول می‌داند
fa_0664|میزان تجمیع شده اکنون انرژی اضافی بیشتری را به دام می‌اندازد
fa_0665|اعضای تیم بسکتبال چه کسانی هستند؟
fa_0666|میزان درآمد در رتبه بندی مجله فوربس نقش مهمی دارد
fa_0667|سلول روی سلول درست مثل آجر چیدن
fa_0668|مزايای زايمان طبيعی
fa_0669|مست در حس، تنها با ستاره های آسمون
fa_0670|اغلب دوستان من اعضای باشگاه هستند.
fa_0671|مستقیم جلو.
fa_0672|به هر حال ممنونیم از قرص‌ها، بخصوص آنتی‌بیوتیک‌ها
fa_0673|مسجد آقا نور
fa_0674|به همسران مردان مبتلا در مورد مراقبت از خودشان مشاوره می‌دادیم
fa_0675|مسجد جارچی
fa_0676|مسجد شاه
fa_0677|افراد سالمند در تمام جوامع در خطر هستند
fa_0678|به ویژه در بین نسل جوان در رابطه با عدم فعالیت جهانی وجود دارد
